user_lifetime_value,geo.country,user_id,user_properties.save_payment_info,user_properties.push_opt_in,event_name.add_to_wishlist,web_sessions,app_sessions,transactions,items_viewed,session_duration,promotion_clicks,ecommerce.purchase_value,items_viewed_filtered_by_sale,ecommerce.discount,items_viewed_per_app_session,transactions_app,items_added_to_cart_per_session_count,user_engagement_proxy,is_churned
830.45,FR,1041,1,0,8,7,39,15,77,552.05,15,5.99,82,0.1,1.63,13,4.14,8,0
391.25,TR,1042,0,0,0,45,48,6,166,547.53,8,429.72,57,0.09,7.3,18,1.21,3,0
102.17,FR,1043,1,1,5,12,14,0,16,259.21,15,359.62,56,0.41,0.47,18,0.05,9,0
666.87,FR,1044,0,0,3,18,39,4,44,566.95,7,347.72,84,0.14,9.63,1,1.49,1,1
954.39,FR,1045,0,1,9,47,49,18,81,351.71,0,413.58,35,0.47,6.52,11,2.14,5,1
852.63,US,1046,1,1,4,49,10,19,1,504.58,7,498.83,98,0.96,5.72,1,1.02,7,1
249.43,DE,1047,1,0,4,17,30,17,40,566.36,4,239.59,77,0.35,7.29,18,3.47,4,0
289.04,US,1048,1,0,4,40,24,14,191,280.36,13,120.09,53,0.67,3.13,17,2.24,6,0
203.83,FR,1049,1,1,9,13,33,11,119,441.95,9,54.98,29,0.36,1.52,10,2.74,8,1
289.04,US,1050,1,0,4,40,24,14,191,280.36,13,120.09,53,0.67,3.13,17,2.24,6,0
502.28,DE,1051,0,1,2,17,30,18,5,333.9,14,41.68,27,0.21,0.21,3,3.96,2,0
164.87,US,1052,1,1,1,21,45,13,22,106.69,18,351.32,83,0.44,5.94,13,2.01,7,0
834.12,DE,1053,1,1,2,47,26,14,99,220.15,16,57.17,55,0.57,9.97,16,1.1,3,1
376.46,FR,1054,0,1,1,14,20,11,155,35.37,19,128.26,12,0.2,6.76,1,1.08,2,1
547.22,IN,1055,1,1,8,1,21,7,61,332.71,1,109.76,23,0.49,4.16,1,1.28,6,1
404.52,CA,1056,0,0,9,35,14,18,187,340.92,17,370.03,63,0.55,2.08,16,3.83,4,0
423.24,UK,1057,0,0,7,37,1,4,172,95.67,19,42.47,57,0.16,0.68,8,2.29,5,0
715.06,US,1058,1,0,9,34,38,17,199,237.22,18,348.85,36,0.03,5.88,14,4.98,5,0
35.1,IN,1059,1,1,1,44,16,4,194,509.84,12,335.54,88,0.25,3.27,18,4.37,4,1
177.8,US,1060,0,1,1,42,25,13,28,569.82,16,24.97,27,0.15,1.28,17,4.59,9,1
615.73,DE,1061,1,0,6,36,43,4,112,331.45,17,96.9,75,0.02,9.75,13,1.98,8,1
285.86,US,1062,1,0,0,11,34,4,135,434.68,1,113.96,29,0.31,3.74,3,1.25,7,0
327.57,DE,1063,1,1,6,1,27,11,48,530.38,2,37.9,51,0.32,5.2,17,2.59,9,0
914.11,UK,1064,0,1,4,3,40,6,165,226.96,9,432.89,30,0.11,6.99,0,1.45,3,1
185.67,CA,1065,0,0,3,25,45,3,169,232.42,10,77.73,33,0.52,7.95,0,3.56,4,1
181.56,CA,1066,1,0,1,20,30,5,62,544.79,3,306.8,88,0.13,4.36,16,1.56,9,1
699.01,IN,1067,0,0,9,12,20,4,78,589.18,16,14.48,2,0.92,7.91,8,0.31,9,1
220.22,DE,1068,0,0,1,29,31,19,71,497.82,6,383.4,97,0.18,7,13,0.56,7,1
954.39,FR,1069,0,1,9,47,49,18,81,351.71,0,413.58,35,0.47,6.52,11,2.14,5,1
347.66,CA,1070,1,0,1,3,30,11,61,564.86,1,376.24,98,0.48,4.52,16,1.59,7,1
619.69,TR,1071,1,0,1,9,49,11,145,519.74,19,146.83,66,0.81,1.33,17,0.4,7,1
596.49,FR,1072,0,1,9,24,37,14,175,443.4,9,128.73,12,0.65,3.7,6,3.33,2,0
888.34,DE,1073,0,0,9,19,1,4,47,321.06,4,349.73,37,0.25,2.01,1,3.56,5,0
106.86,IN,1074,1,0,9,38,7,8,192,557.91,18,331.23,20,0.09,8.08,4,3.53,5,1
716.11,IN,1075,1,1,5,0,0,3,194,493.68,6,252.56,61,0.9,9.16,13,0.62,1,1
961.58,TR,1076,0,0,8,9,31,16,68,18.37,17,237.21,59,0.59,8.86,19,4.65,4,1
392.87,FR,1077,0,0,8,30,1,9,84,354.13,13,89.09,53,0.87,3.3,0,2.74,8,0
954.39,FR,1078,0,1,9,47,49,18,81,351.71,0,413.58,35,0.47,6.52,11,2.14,5,1
148.1,TR,1079,0,1,7,4,2,0,24,107.49,3,333.79,39,0.68,8.33,18,3.07,3,0
16.88,FR,1080,1,0,4,28,1,8,149,152.92,3,441.87,16,0.8,2.64,9,0.9,0,1
536.04,UK,1081,1,1,1,30,36,15,172,594.22,0,252.68,86,0.15,6.42,6,4.69,5,1
936.79,FR,1082,0,1,6,20,33,14,193,444.36,5,69.39,41,0.94,3.54,4,1.69,9,0
965.98,FR,1083,0,1,6,24,7,11,18,97.31,16,395.7,89,0.24,8.16,2,1.67,0,1
19.11,CA,1084,1,1,1,14,3,4,126,86.46,18,399.14,92,0.88,9.68,8,3.35,8,1
864.47,TR,1085,0,1,4,5,35,3,157,28.17,2,120.93,93,0.66,5.58,12,4.11,8,0
710.99,CA,1086,1,0,6,25,1,12,45,109.32,19,32.81,56,0.83,8.94,5,3.1,6,1
287.96,FR,1087,0,1,2,25,4,1,193,444.89,4,449.47,67,0.13,5.22,10,0.93,9,1
764,TR,1088,0,0,4,18,33,6,167,148.45,2,355.84,84,0.57,8.55,17,3.09,0,0
185.67,CA,1089,0,0,3,25,45,3,169,232.42,10,77.73,33,0.52,7.95,0,3.56,4,1
951.21,TR,1090,1,0,1,2,7,7,76,368.06,8,468.46,43,0.75,2.72,9,0.21,3,1
808.77,FR,1091,0,1,4,41,20,5,124,484.8,16,433.01,51,0.3,7.65,16,1.29,6,0
810.31,DE,1092,1,1,1,27,21,4,27,513.01,1,157.36,90,0.51,4.67,2,1.94,0,0
256.8,FR,1093,0,0,1,33,41,12,181,13.34,4,106.14,68,0.38,0.1,15,3.87,5,1
581.13,IN,1094,0,0,4,1,20,9,174,31.2,17,280.88,27,0.64,8.1,15,3.17,5,0
298.32,IN,1095,0,0,6,1,2,10,83,500.11,19,39.89,17,0.2,9.24,5,2.66,7,0
749.03,UK,1096,0,1,1,25,34,6,11,75.48,15,135.99,71,0.44,7.82,18,2.21,5,1
895.88,CA,1097,0,0,1,9,2,3,8,65.27,3,222.41,38,0.22,7.3,2,0.96,1,0
380.87,US,1098,1,0,8,4,35,14,125,407.87,6,19.86,88,0.99,0.57,10,0.94,9,0
641.06,IN,1099,0,1,1,48,12,12,72,323.14,9,350.08,49,0.99,4.95,6,2.38,1,0
941.05,CA,1100,0,0,0,33,25,15,163,286.21,3,498.1,42,0.25,8.9,6,0.5,0,1
635.98,CA,1101,1,0,6,47,3,0,83,80.77,15,244.57,80,0.19,1.94,10,4.97,1,1
93.3,UK,1102,0,0,0,14,15,11,10,160,19,349.6,94,0.31,5.8,2,1.36,1,0
289.04,US,1103,1,0,4,40,24,14,191,280.36,13,120.09,53,0.67,3.13,17,2.24,6,0
778.65,US,1104,0,0,1,45,38,19,100,313.66,17,154.7,54,0.83,0.26,2,4.69,8,1
300.66,TR,1105,0,1,5,21,48,9,154,515.71,1,419.37,8,0.65,8.27,12,1.21,6,0
318.59,IN,1106,0,1,6,46,15,6,119,44.07,12,254.05,59,0.9,0,9,2.58,9,1
834.12,DE,1107,1,1,2,47,26,14,99,220.15,16,57.17,55,0.57,9.97,16,1.1,3,1
811.27,TR,1108,1,1,8,18,40,19,116,349.46,2,311.67,15,0.21,2.55,6,1.46,3,1
878.6,IN,1109,1,1,6,10,37,1,38,459.76,16,12.12,87,0.94,6.56,18,3.27,2,0
961.58,TR,1110,0,0,8,9,31,16,68,18.37,17,237.21,59,0.59,8.86,19,4.65,4,1
293.68,FR,1111,1,0,7,48,7,8,48,499.56,1,497.84,4,0.63,9.08,0,4.67,0,0
391.25,TR,1112,0,0,0,45,48,6,166,547.53,8,429.72,57,0.09,7.3,18,1.21,3,0
247.17,TR,1113,1,1,7,7,5,16,105,277.83,8,189.4,95,0.7,0.12,15,1.97,7,1
527.02,TR,1114,0,0,5,6,18,9,20,563.05,15,230.11,75,0.36,0.61,6,4.28,1,0
374.11,US,1115,1,0,5,13,14,2,175,342.34,11,332.53,54,0.51,2.71,4,2.02,8,1
636.77,CA,1116,0,1,3,18,18,14,50,408.33,12,160.34,26,0.83,2.86,5,1.73,7,1
207.68,IN,1117,1,1,1,13,43,14,101,132.31,19,148.15,62,0.31,6.76,19,3.09,9,1
706.62,CA,1118,1,1,3,18,16,4,55,577.76,3,441.08,90,0.55,7.07,0,1.27,4,1
204.02,US,1119,1,1,8,29,22,13,51,299.94,17,93.73,95,0.91,2.62,2,4.26,6,0
940.1,CA,1120,0,0,7,15,19,19,29,312.61,13,375.44,54,0.28,4.15,16,1.63,0,1
204.02,US,1121,1,1,8,29,22,13,51,299.94,17,93.73,95,0.91,2.62,2,4.26,6,0
749.03,UK,1122,0,1,1,25,34,6,11,75.48,15,135.99,71,0.44,7.82,18,2.21,5,1
332.15,FR,1123,0,1,9,37,36,9,108,290.82,19,299.68,53,0.03,3.32,2,1.26,1,1
26.42,UK,1124,1,0,1,40,17,6,42,70.62,16,402.49,51,0.05,9.18,6,1.33,9,0
559.65,DE,1125,0,0,8,5,10,10,36,347.37,18,318.03,11,0.55,0.59,11,2.66,2,1
289.04,US,1126,1,0,4,40,24,14,191,280.36,13,120.09,53,0.67,3.13,17,2.24,6,0
961.58,TR,1127,0,0,8,9,31,16,68,18.37,17,237.21,59,0.59,8.86,19,4.65,4,1
130.82,FR,1128,0,0,4,0,28,2,123,363.48,10,255.29,72,0.23,1.06,15,2.46,2,0
675.41,TR,1129,0,0,8,0,20,3,98,283.27,19,330.08,42,0.54,3.85,12,1.75,7,1
190.01,FR,1130,1,0,2,22,20,17,189,428.32,13,207.79,8,0.14,7.7,10,2.98,3,0
787.32,UK,1131,1,1,8,46,22,11,153,491.89,12,59.66,78,0.94,9.31,18,2.68,1,0
288.13,IN,1132,0,1,3,11,0,5,195,438.17,15,367.54,59,0.97,0.38,16,3.95,2,0
321.21,TR,1133,0,1,9,49,14,3,174,211.65,3,107.09,58,0.82,4.7,19,3.64,1,1
249.43,DE,1134,1,0,4,17,30,17,40,566.36,4,239.59,77,0.35,7.29,18,3.47,4,0
519.09,FR,1135,1,0,0,38,1,4,149,471.61,19,158.35,38,0.25,3.07,15,3.4,8,0
439.51,IN,1136,0,1,8,18,1,5,156,280.57,9,102.34,22,0.9,7.36,16,3.18,5,1
16.88,FR,1137,1,0,4,28,1,8,149,152.92,3,441.87,16,0.8,2.64,9,0.9,0,1
366.59,CA,1138,1,1,0,29,23,7,37,540.68,8,298.61,14,0.17,1.29,17,1.55,2,0
895.88,CA,1139,0,0,1,9,2,3,8,65.27,3,222.41,38,0.22,7.3,2,0.96,1,0
830.45,FR,1140,1,0,8,7,39,15,77,552.05,15,5.99,82,0.1,1.63,13,4.14,8,0
369.99,FR,1141,0,1,4,42,1,12,0,167.04,16,273.17,89,0.28,1.65,6,4.14,5,0
289.04,US,1142,1,0,4,40,24,14,191,280.36,13,120.09,53,0.67,3.13,17,2.24,6,0
381.83,US,1143,0,0,1,15,20,9,162,345.17,11,300.44,19,0.84,9.12,15,1.69,3,1
418.49,UK,1144,0,1,3,38,31,2,169,486.77,4,45.95,75,0.77,6.58,10,3.97,9,0
579.72,FR,1145,0,1,1,36,26,1,183,318.3,7,427.01,58,0.89,6.8,17,1.25,5,0
797.23,DE,1146,0,0,3,3,44,5,107,130.94,1,301.65,86,0.31,8.08,9,2.13,5,1
293.68,FR,1147,1,0,7,48,7,8,48,499.56,1,497.84,4,0.63,9.08,0,4.67,0,0
816.32,CA,1148,1,1,3,38,13,7,106,146.9,0,153.19,60,0.78,2.07,16,1.96,9,0
311.57,FR,1149,1,1,2,1,43,2,172,429.42,12,457.33,84,0.77,0.77,12,0.69,8,0
666.87,FR,1150,0,0,3,18,39,4,44,566.95,7,347.72,84,0.14,9.63,1,1.49,1,1
796.86,US,1151,1,1,0,7,37,1,174,479.78,4,440.2,18,0.67,0.17,11,2.53,1,1
130.82,FR,1152,0,0,4,0,28,2,123,363.48,10,255.29,72,0.23,1.06,15,2.46,2,0
519.09,FR,1153,1,0,0,38,1,4,149,471.61,19,158.35,38,0.25,3.07,15,3.4,8,0
943.48,FR,1154,1,1,9,46,19,2,161,519.41,16,105.72,45,0.83,4.45,5,2.28,8,0
645.61,US,1155,0,1,5,20,6,9,191,92.08,9,43.1,42,0.34,6.53,18,3.6,6,0
235.66,US,1156,0,0,9,49,8,14,198,522.68,16,396.82,96,0.8,8.35,4,0.32,3,0
559.65,DE,1157,0,0,8,5,10,10,36,347.37,18,318.03,11,0.55,0.59,11,2.66,2,1
299.22,IN,1158,0,1,0,37,21,2,167,353.96,0,441.44,16,0.08,3.03,15,4.03,2,1
74.4,DE,1159,0,0,9,5,22,7,130,282.25,4,180.13,39,0.84,5.8,7,0.11,2,1
524.87,UK,1160,0,1,3,30,11,1,165,411.65,6,100.96,70,0.96,6.14,0,2.49,6,0
61.16,UK,1161,1,0,7,12,22,6,98,353.5,3,87.84,33,0.86,2.54,5,2.22,1,0
615.73,DE,1162,1,0,6,36,43,4,112,331.45,17,96.9,75,0.02,9.75,13,1.98,8,1
547.27,TR,1163,1,1,9,0,29,18,67,537.73,6,259.89,89,0.26,6.2,19,0.6,2,0
434.7,DE,1164,0,0,9,32,46,16,195,247.63,7,292.45,64,0.05,8.12,6,4.71,9,1
513.48,CA,1165,0,0,2,23,21,18,167,383.41,14,198.97,30,0.44,4.23,2,4.07,5,0
35.16,UK,1166,0,1,2,13,5,18,64,596.84,3,63.02,2,0.32,3.26,1,1.24,2,1
619.69,TR,1167,1,0,1,9,49,11,145,519.74,19,146.83,66,0.81,1.33,17,0.4,7,1
764,TR,1168,0,0,4,18,33,6,167,148.45,2,355.84,84,0.57,8.55,17,3.09,0,0
804.18,UK,1169,1,0,4,27,19,3,1,271.64,13,46.36,94,0.84,2.15,17,1.43,4,0
355.72,TR,1170,0,0,3,10,34,10,166,34.95,2,111.38,11,0.34,1.7,0,3.73,9,0
110.46,FR,1171,1,0,1,20,38,2,45,408.9,4,139.61,84,0.79,5.5,9,2.01,1,0
41.11,CA,1172,0,1,9,41,21,11,44,11.37,5,75.71,75,0.21,6.03,4,1.4,6,0
80.48,US,1173,1,0,0,20,17,15,3,241.75,13,222.67,76,0.8,6.32,4,4.12,0,1
146.15,DE,1174,0,1,7,10,18,5,191,210.82,13,445.75,43,0.73,4.54,13,0.32,4,1
936.79,FR,1175,0,1,6,20,33,14,193,444.36,5,69.39,41,0.94,3.54,4,1.69,9,0
961.58,TR,1176,0,0,8,9,31,16,68,18.37,17,237.21,59,0.59,8.86,19,4.65,4,1
287.13,US,1177,1,1,2,14,6,13,56,437.74,12,246.81,96,0.13,7.23,6,0.88,3,1
164.43,DE,1178,1,1,6,20,38,6,186,466.39,6,224.74,16,0.16,1.54,6,0.31,6,1
164.46,TR,1179,1,0,3,39,40,13,150,582.74,0,149.73,86,0.79,6.53,12,0.1,4,0
749.03,UK,1180,0,1,1,25,34,6,11,75.48,15,135.99,71,0.44,7.82,18,2.21,5,1
61.16,UK,1181,1,0,7,12,22,6,98,353.5,3,87.84,33,0.86,2.54,5,2.22,1,0
665.9,TR,1182,0,1,8,22,29,13,141,334.1,18,278.92,82,0.44,9.86,10,4.68,0,1
434.7,DE,1183,0,0,9,32,46,16,195,247.63,7,292.45,64,0.05,8.12,6,4.71,9,1
256.8,FR,1184,0,0,1,33,41,12,181,13.34,4,106.14,68,0.38,0.1,15,3.87,5,1
234.23,DE,1185,0,0,1,47,5,13,123,471.98,10,74.46,32,0.29,8.22,9,0.48,4,1
378.3,DE,1186,0,1,1,44,29,13,123,114.95,8,244.85,0,0.65,6.42,16,3.13,3,1
110.46,FR,1187,1,0,1,20,38,2,45,408.9,4,139.61,84,0.79,5.5,9,2.01,1,0
190.01,FR,1188,1,0,2,22,20,17,189,428.32,13,207.79,8,0.14,7.7,10,2.98,3,0
355.72,TR,1189,0,0,3,10,34,10,166,34.95,2,111.38,11,0.34,1.7,0,3.73,9,0
857.92,CA,1190,1,0,2,34,40,8,112,321.07,19,486.82,74,0.48,9.03,12,2.29,8,1
649.02,FR,1191,1,0,4,11,12,1,160,40.8,14,166.02,89,0.6,1.81,6,2.44,1,0
716.11,IN,1192,1,1,5,0,0,3,194,493.68,6,252.56,61,0.9,9.16,13,0.62,1,1
323.75,TR,1193,1,0,7,43,20,3,190,428.54,9,124.54,55,0.14,4.34,9,4.77,9,0
594.98,DE,1194,1,0,4,8,13,11,189,170.21,3,392.07,52,0.09,2.58,3,1.45,2,1
79.86,FR,1195,1,0,7,32,49,11,68,74.25,13,35.89,4,0.83,4.16,9,0.56,5,1
106.7,IN,1196,0,1,6,34,35,0,70,545.1,8,476.64,81,0.04,1.66,7,3.69,7,1
941.05,CA,1197,0,0,0,33,25,15,163,286.21,3,498.1,42,0.25,8.9,6,0.5,0,1
680.79,DE,1198,1,1,6,32,19,9,135,247.44,17,377.11,86,0.19,1.14,2,1.01,2,0
498.86,TR,1199,1,0,6,4,25,18,136,478.1,2,268.59,31,0.83,6.78,5,1.64,3,0
103.5,TR,1200,0,0,0,34,16,0,74,572.21,3,380.85,38,0.57,9.65,14,1.62,9,0
345.64,FR,1201,1,1,1,44,8,17,58,78.45,15,124.54,61,0.58,6.72,7,0.18,9,1
715.06,US,1202,1,0,9,34,38,17,199,237.22,18,348.85,36,0.03,5.88,14,4.98,5,0
615.73,DE,1203,1,0,6,36,43,4,112,331.45,17,96.9,75,0.02,9.75,13,1.98,8,1
796.86,US,1204,1,1,0,7,37,1,174,479.78,4,440.2,18,0.67,0.17,11,2.53,1,1
207.68,IN,1205,1,1,1,13,43,14,101,132.31,19,148.15,62,0.31,6.76,19,3.09,9,1
185.34,TR,1206,0,0,2,4,20,15,126,412.49,6,450.98,48,0.52,9.57,11,4.07,6,1
680.79,DE,1207,1,1,6,32,19,9,135,247.44,17,377.11,86,0.19,1.14,2,1.01,2,0
749.03,UK,1208,0,1,1,25,34,6,11,75.48,15,135.99,71,0.44,7.82,18,2.21,5,1
810.31,DE,1209,1,1,1,27,21,4,27,513.01,1,157.36,90,0.51,4.67,2,1.94,0,0
705.46,UK,1210,0,1,3,20,41,11,83,139.69,2,382.34,37,0.65,2.25,12,2.45,9,1
730.93,IN,1211,1,1,3,15,24,17,34,181.08,16,112.75,20,0.13,8.84,16,1.16,0,1
249.43,DE,1212,1,0,4,17,30,17,40,566.36,4,239.59,77,0.35,7.29,18,3.47,4,0
641.06,IN,1213,0,1,1,48,12,12,72,323.14,9,350.08,49,0.99,4.95,6,2.38,1,0
915.72,IN,1214,0,1,5,36,44,6,146,60.35,12,423.21,57,0.49,4.6,14,3.14,5,0
331.93,US,1215,0,1,9,1,1,3,49,558.26,4,210.81,79,0.77,3.19,16,0.29,4,1
797.83,TR,1216,0,0,7,27,9,18,80,141.73,19,355.16,23,0.03,1.31,0,2.89,6,0
344.24,FR,1217,0,0,4,21,13,17,193,134.56,5,451.38,22,0.23,4.66,1,3.75,9,1
391.25,TR,1218,0,0,0,45,48,6,166,547.53,8,429.72,57,0.09,7.3,18,1.21,3,0
777.38,FR,1219,1,1,2,13,7,8,167,569.98,4,430.09,15,0.54,4.55,8,3.07,6,0
547.27,TR,1220,1,1,9,0,29,18,67,537.73,6,259.89,89,0.26,6.2,19,0.6,2,0
106.86,IN,1221,1,0,9,38,7,8,192,557.91,18,331.23,20,0.09,8.08,4,3.53,5,1
324.82,IN,1222,0,1,8,41,6,14,131,13.59,1,245.12,53,0.57,7.52,18,0.25,7,1
797.83,TR,1223,0,0,7,27,9,18,80,141.73,19,355.16,23,0.03,1.31,0,2.89,6,0
519.09,FR,1224,1,0,0,38,1,4,149,471.61,19,158.35,38,0.25,3.07,15,3.4,8,0
289.21,TR,1225,0,0,8,3,31,2,29,472.81,5,405.47,55,0.55,8.25,11,2.36,8,1
941.05,CA,1226,0,0,0,33,25,15,163,286.21,3,498.1,42,0.25,8.9,6,0.5,0,1
106.86,IN,1227,1,0,9,38,7,8,192,557.91,18,331.23,20,0.09,8.08,4,3.53,5,1
547.22,IN,1228,1,1,8,1,21,7,61,332.71,1,109.76,23,0.49,4.16,1,1.28,6,1
289.04,US,1229,1,0,4,40,24,14,191,280.36,13,120.09,53,0.67,3.13,17,2.24,6,0
362.41,TR,1230,1,1,1,48,7,5,33,145.85,9,298.46,20,0.89,3.87,15,1.88,9,0
730.93,IN,1231,1,1,3,15,24,17,34,181.08,16,112.75,20,0.13,8.84,16,1.16,0,1
558.81,DE,1232,1,0,5,41,4,12,123,417.1,5,288.44,51,0.92,5.79,0,4.87,4,1
54.85,DE,1233,0,0,6,49,48,1,170,539.63,7,498.63,9,0.67,3.2,7,0.1,7,0
256.8,FR,1234,0,0,1,33,41,12,181,13.34,4,106.14,68,0.38,0.1,15,3.87,5,1
796.86,US,1235,1,1,0,7,37,1,174,479.78,4,440.2,18,0.67,0.17,11,2.53,1,1
249.43,DE,1236,1,0,4,17,30,17,40,566.36,4,239.59,77,0.35,7.29,18,3.47,4,0
272.55,FR,1237,1,0,6,1,36,16,7,255.32,11,350.98,65,0.64,9.62,5,4.04,3,0
737.72,TR,1238,0,1,0,45,20,0,124,365.81,16,35.97,57,0.23,9.22,18,0.58,1,0
846.43,UK,1239,0,0,9,2,24,1,154,466.12,9,400.16,62,0.99,3.67,19,2.94,6,0
381.83,US,1240,0,0,1,15,20,9,162,345.17,11,300.44,19,0.84,9.12,15,1.69,3,1
289.04,US,1241,1,0,4,40,24,14,191,280.36,13,120.09,53,0.67,3.13,17,2.24,6,0
272.55,FR,1242,1,0,6,1,36,16,7,255.32,11,350.98,65,0.64,9.62,5,4.04,3,0
515.64,TR,1243,1,1,1,31,26,15,75,292.17,15,235.82,23,0.05,5.04,1,1.41,3,1
536.04,UK,1244,1,1,1,30,36,15,172,594.22,0,252.68,86,0.15,6.42,6,4.69,5,1
942.05,TR,1245,1,0,4,31,30,10,108,136.23,10,109.34,1,0.49,3.86,3,4.73,5,0
574.36,DE,1246,1,0,4,42,17,14,74,544.58,8,183.41,47,0.01,7.31,5,1.2,5,1
940.83,FR,1247,1,1,2,47,11,19,115,572.28,1,409.4,55,0.07,5.12,12,4.93,4,1
106.86,IN,1248,1,0,9,38,7,8,192,557.91,18,331.23,20,0.09,8.08,4,3.53,5,1
878.6,IN,1249,1,1,6,10,37,1,38,459.76,16,12.12,87,0.94,6.56,18,3.27,2,0
362.41,TR,1250,1,1,1,48,7,5,33,145.85,9,298.46,20,0.89,3.87,15,1.88,9,0
797.83,TR,1251,0,0,7,27,9,18,80,141.73,19,355.16,23,0.03,1.31,0,2.89,6,0
181.56,CA,1252,1,0,1,20,30,5,62,544.79,3,306.8,88,0.13,4.36,16,1.56,9,1
700.05,UK,1253,0,1,3,3,20,7,2,167.68,6,313.75,3,0.66,3.15,5,2.97,5,0
272.55,FR,1254,1,0,6,1,36,16,7,255.32,11,350.98,65,0.64,9.62,5,4.04,3,0
35.1,IN,1255,1,1,1,44,16,4,194,509.84,12,335.54,88,0.25,3.27,18,4.37,4,1
497.59,TR,1256,1,1,4,5,9,4,83,242.89,15,24.29,65,0.02,2.73,0,3.11,4,1
619.69,TR,1257,1,0,1,9,49,11,145,519.74,19,146.83,66,0.81,1.33,17,0.4,7,1
507.65,UK,1258,1,1,1,39,45,18,5,458.17,6,281.73,81,0.95,8.37,9,2.74,5,1
852.63,US,1259,1,1,4,49,10,19,1,504.58,7,498.83,98,0.96,5.72,1,1.02,7,1
109.77,DE,1260,1,1,2,24,9,14,186,422,5,77.9,91,0.67,0.54,8,1.31,8,0
686.18,UK,1261,0,1,6,6,39,19,44,580.56,12,484.04,89,0.26,4.28,14,4.76,2,0
862.12,TR,1262,0,0,8,7,34,6,3,506.82,16,428.21,76,0.34,1.99,4,1.69,7,1
837.62,TR,1263,0,0,6,46,19,10,171,172.98,6,89.02,29,0.08,1.81,15,0.79,4,1
895.88,CA,1264,0,0,1,9,2,3,8,65.27,3,222.41,38,0.22,7.3,2,0.96,1,0
581.13,IN,1265,0,0,4,1,20,9,174,31.2,17,280.88,27,0.64,8.1,15,3.17,5,0
972.06,CA,1266,1,1,0,9,24,5,71,23,8,484.19,58,0.28,4.15,0,1.89,3,1
930.4,FR,1267,1,0,8,42,44,14,25,245.47,15,282.54,83,0.43,0.13,3,0.35,1,1
171.31,UK,1268,0,0,3,33,24,2,63,398.88,0,424.46,63,0.08,2.09,17,2.81,9,1
391.25,TR,1269,0,0,0,45,48,6,166,547.53,8,429.72,57,0.09,7.3,18,1.21,3,0
376.46,FR,1270,0,1,1,14,20,11,155,35.37,19,128.26,12,0.2,6.76,1,1.08,2,1
680.79,DE,1271,1,1,6,32,19,9,135,247.44,17,377.11,86,0.19,1.14,2,1.01,2,0
705.46,UK,1272,0,1,3,20,41,11,83,139.69,2,382.34,37,0.65,2.25,12,2.45,9,1
329.97,IN,1273,1,1,1,33,17,12,90,246.77,0,38.15,71,0.95,0.15,13,4.23,2,1
626.66,TR,1274,1,1,0,9,43,11,145,45.23,3,189.7,25,0.13,3.62,13,2.68,8,0
805.45,IN,1275,1,1,2,18,43,7,142,502.89,8,109.2,84,0.23,8.12,16,4.35,8,0
289.21,TR,1276,0,0,8,3,31,2,29,472.81,5,405.47,55,0.55,8.25,11,2.36,8,1
930.4,FR,1277,1,0,8,42,44,14,25,245.47,15,282.54,83,0.43,0.13,3,0.35,1,1
146.15,DE,1278,0,1,7,10,18,5,191,210.82,13,445.75,43,0.73,4.54,13,0.32,4,1
819.05,FR,1279,0,1,9,18,1,17,87,521.26,7,291.51,14,0.91,1.66,14,3.72,2,0
730.93,IN,1280,1,1,3,15,24,17,34,181.08,16,112.75,20,0.13,8.84,16,1.16,0,1
864.47,TR,1281,0,1,4,5,35,3,157,28.17,2,120.93,93,0.66,5.58,12,4.11,8,0
641.06,IN,1282,0,1,1,48,12,12,72,323.14,9,350.08,49,0.99,4.95,6,2.38,1,0
930.4,FR,1283,1,0,8,42,44,14,25,245.47,15,282.54,83,0.43,0.13,3,0.35,1,1
951.21,TR,1284,1,0,1,2,7,7,76,368.06,8,468.46,43,0.75,2.72,9,0.21,3,1
433.9,UK,1285,0,1,8,14,44,5,112,471.39,13,51.98,31,0.79,0.59,3,4.99,8,0
850.73,US,1286,0,1,3,34,26,16,160,464.76,0,408.4,98,0.12,6.28,1,1.03,8,0
810.31,DE,1287,1,1,1,27,21,4,27,513.01,1,157.36,90,0.51,4.67,2,1.94,0,0
758,DE,1288,1,1,7,49,46,16,173,494.94,17,212.54,51,0.45,1.49,16,2.53,2,1
36.25,CA,1289,1,0,4,16,20,0,161,303.96,10,38.17,54,0.4,9.12,19,2.84,3,1
74.4,DE,1290,0,0,9,5,22,7,130,282.25,4,180.13,39,0.84,5.8,7,0.11,2,1
272.55,FR,1291,1,0,6,1,36,16,7,255.32,11,350.98,65,0.64,9.62,5,4.04,3,0
737.72,TR,1292,0,1,0,45,20,0,124,365.81,16,35.97,57,0.23,9.22,18,0.58,1,0
811.27,TR,1293,1,1,8,18,40,19,116,349.46,2,311.67,15,0.21,2.55,6,1.46,3,1
26.42,UK,1294,1,0,1,40,17,6,42,70.62,16,402.49,51,0.05,9.18,6,1.33,9,0
515.64,TR,1295,1,1,1,31,26,15,75,292.17,15,235.82,23,0.05,5.04,1,1.41,3,1
940.1,CA,1296,0,0,7,15,19,19,29,312.61,13,375.44,54,0.28,4.15,16,1.63,0,1
